MJD,PLATE,FIBERID,z,VDISP,VDISP_ERR,mag_u,mag_g,mag_r,mag_i,mag_z,flux_u,flux_g,flux_r,flux_i,flux_z,flux_y,flux_w1,o21,o21_err,o22,o22_err,hb,hb_err,o3,o3_err,o1,o1_err,ha,ha_err,n2,n2_err,s21,s21_err,s22,s22_err,sigma_o3,sigma_o3_err,sigma_hb,sigma_hb_err 
56412,6688,136,0.6226799,0.0,43.235348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7797047,0.97124773,-0.7872545,0.9601147,-3.4325933,1.7257776,-1.1438116,0.6051779,2.0018437,9.918698,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,52.533577,13.749118,62.465816,26.846098
56412,6688,137,0.52626836,289.98358,66.94326,24.010353,22.37942,20.783216,19.786385,19.45795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.669135,1.933492,1.957561,1.7971538,0.16517887,2.4785514,-1.9958086,1.2475748,-3.0510824,2.5037649,16.976536,16.840609,-0.08386219,4.0790734,11.9012,7.463454,-2.7484238,10.506229,126.4842,33.842476,739.2107,431.10712
56412,6688,138,0.42084038,247.71822,30.449965,23.695612,21.294374,19.404253,18.681997,18.307549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.919726,38.651737,-11.582025,36.87344,-3.0230021,2.1762085,3.0409408,2.736469,8.1386595,14.744655,-22.768774,10.618447,7.8693027,9.835128,-3.909652,15.687222,1.1074297,14.82675,919.7973,391.33163,418.54324,82.1382
56412,6688,139,0.5132101,326.92105,49.091534,23.70958,22.234825,20.51806,19.5734,19.090727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.743026,2.6636992,-4.0550203,2.5488346,3.695148,1.6504306,4.0596757,1.646046,1.6914043,2.7471383,10.208798,4.070926,-9.863377,11.658218,4.667675,10.555531,7.7185154,12.485259,180.78957,38.214954,199.46468,47.100677
56412,6688,141,0.58852917,192.63043,59.68031,25.616558,21.841257,20.472784,19.564104,19.05497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9565659,3.0212986,8.068231,3.0624995,2.1614165,2.6572206,1.8175566,1.35244,48.17425,39.86204,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,157.96431,38.489983,371.18723,143.36087
56412,6688,145,0.6710161,251.94409,46.39143,22.590263,21.974716,20.513779,19.388773,18.982454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7954255,2.1829755,4.0857906,2.3564434,-8.875719,2.0347111,0.79589766,1.6417544,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,173.839,30.077097,355.35718,63.32488
56412,6688,147,0.58751076,272.70627,40.94161,22.87224,22.134336,20.327106,19.273155,18.830055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840733,1.0991131,0.42391995,0.9014298,0.21998733,5.2531514,-2.7227807,1.124858,102.80527,226.53513,404.50818,409.71368,0.0,-2.0,0.0,-1.0,0.0,-1.0,39.97564,11.65512,1921.7401,764.85944
56412,6688,153,0.5374499,204.64333,36.52673,25.389439,22.057604,20.18961,19.191833,18.710007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3792653,4.5186777,9.269072,4.7381296,1.0099223,1.2968022,2.436621,1.7667173,-1.703936,4.851023,13.636268,5.2158833,21.373951,10.745621,-14.566696,34.572784,196.72356,270.7705,309.93604,59.366436,120.9923,40.486736
56412,6688,155,0.5884545,206.71793,59.99414,25.280014,22.410048,20.97063,19.800346,19.256557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7145134,1.4816743,0.46052495,1.4867349,-7.1639934,3.1967938,-1.788414,0.96808094,342.25827,301.88324,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,102.21322,20.409973,669.0141,202.16263
56412,6688,159,0.5518693,217.58623,31.150284,23.084684,22.00122,20.137295,19.09711,18.593754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30164194,1.0373298,2.342836,1.1507542,-3.1956694,1.7498444,-0.53034884,0.85115457,0.0694264,1.5753373,2.5677433,16.4384,-9.209059,6.343782,0.0,-2.0,0.0,-2.0,76.185074,17.632444,336.83862,113.6487
56412,6688,161,0.5304313,175.39558,33.77979,23.011957,21.637371,20.38405,19.615248,19.315256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.114145,2.8381972,10.726825,2.79213,8.508644,1.8730038,13.484901,1.7308998,0.77419925,2.1811676,42.107822,6.8817916,26.015295,8.368273,14.306956,17.050987,19.583746,18.89049,183.1448,19.72233,224.89626,34.357315
56412,6688,163,0.5056715,234.30232,43.823284,22.299553,21.86677,20.19972,19.33621,18.767532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417477,0.7508211,0.6226041,0.7440197,-4.881124,2.5371408,0.16698937,0.6775478,1.2264571,1.5787449,3.254599,5.91416,4.059956,5.816016,2.19361,2.996448,-1.2156495,3.7350118,48.422802,15.5916195,337.04922,123.42316
56412,6688,165,0.447941,193.11293,37.059284,22.058023,21.4536,19.760103,18.940445,18.577055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7186595,0.94791716,-0.2622479,0.92282486,2.2292645,1.54219,-0.17039293,1.0736811,0.7146803,1.0295839,48.05489,11.02396,2.5172276,1.9196874,2.4990482,1.901156,3.8425634,1.9129494,88.21391,21.797495,282.5697,45.321346
56412,6688,167,0.6671429,210.37766,37.414745,21.981644,21.722492,20.03146,18.865057,18.300125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1545756,4.234442,4.151262,4.3307686,8.129475,2.1148837,0.29174045,3.3538857,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,297.41962,82.29457,310.62854,78.90932
56412,6688,168,0.420432,220.30362,41.387768,22.96708,21.558258,19.64903,18.923552,18.603561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2645035,1.3227656,2.0281627,1.3403543,8.129831,2.0281477,0.5048322,1.028694,2.566105,7.313104,-5.2501655,8.43631,1.654212,2.4762435,1.2843939,2.112525,14.401661,18.708477,125.92828,32.81262,246.14731,59.22648
56412,6688,169,0.6001875,0.0,150.84944,22.735422,21.639938,20.455555,19.619534,19.214418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1619706,2.5621886,10.268606,2.827734,12.488563,1.678458,5.3232484,1.6690817,3.1918566,10.713628,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,155.94365,32.74857,91.5001,13.249807
56412,6688,171,0.44949818,182.81094,23.823614,22.978024,22.158264,20.272932,19.473347,19.105469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24006693,0.66595364,0.13126679,0.6603419,2.053156,1.1426904,0.5774645,0.7076679,-0.6483737,0.8268398,9.026426,12.96281,-1.2276384,1.0879718,0.24812129,1.9844666,0.38377178,1.2333127,56.184517,16.865078,125.48829,56.314156
56412,6688,173,0.4645814,174.78589,27.261948,22.3233,22.09273,20.128809,19.281857,18.893223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9107998,3.1417866,2.1149757,3.6010253,6.2982225,1.462877,0.06828761,1.8083757,5.0877414,2.525828,1.237543,3.2628465,3.7491589,2.7533412,1.0984702,3.442039,3.3319032,4.449781,249.95496,63.358963,186.21121,42.664852
56412,6688,179,0.56982076,90.93047,48.47372,22.527317,21.809107,20.842047,20.020123,19.452892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.785461,1.8783424,-0.40197572,1.7904812,7.998723,2.454901,2.0473204,1.6079744,5.4772997,3.835774,14.517533,20.390965,-12.247342,25.940563,0.0,-2.0,0.0,-1.0,110.26866,29.769213,244.01552,56.436974
56412,6688,181,0.5530206,196.25706,69.43409,22.18443,20.996479,19.982,19.238754,18.93296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3506987,3.1442237,2.3230252,4.1354766,5.07062,1.3899201,5.769325,1.9003396,20.969332,13.610083,36.071983,13.094856,32.131943,16.603193,0.0,-2.0,0.0,-2.0,186.36816,37.66874,142.98958,33.32093
56412,6688,183,0.448419,203.2763,31.240705,26.026667,21.61041,19.912004,19.129292,18.677782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8945527,3.7791862,10.394569,4.0505595,-2.6639314,1.7071393,0.39774698,1.8879904,1.009644,1.9202744,27.075853,11.9574795,-1.2611194,3.1205375,9.994061,4.523705,0.5389427,3.5198183,218.56227,39.81919,273.0823,70.14139
56412,6688,185,0.7358672,280.47754,90.65483,21.78187,21.274784,20.589338,19.634079,19.266436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.679404,1.4237405,11.024819,1.3835689,12.06818,1.3376338,7.2164335,1.3899199,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,87.35665,9.792544,82.22468,10.145669
56412,6688,187,0.43313265,211.95445,37.371346,23.967205,22.01839,20.234938,19.376184,18.928858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2159734,2.9287484,12.1908655,3.0307932,-1.4978639,1.184094,2.176394,1.358199,3.9142437,1.8408408,11.342268,2.9292626,29.452452,15.278585,6.4452415,3.3844051,6.6719184,2.434232,191.75023,27.372757,137.4813,35.45432
56412,6688,191,0.5944905,427.25745,77.36152,26.06478,22.45926,21.11104,19.930153,19.635775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0112696,1.1089826,3.3598967,7.9840965,-3.6554549,2.4439003,-6.8800726,6.4720054,16.808628,19.898626,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,13.030307,3.5190165,203.9802,54.445698
56412,6688,193,0.46591905,339.5334,47.900112,23.557981,21.358458,19.751932,18.913202,18.554384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35444236,0.5343693,-0.020072453,0.16677895,-0.04712918,1.4664241,0.43062612,0.45210692,-0.17847627,0.23431242,-3.2477403,3.6613026,0.450117,0.6430219,-4.4779577,12.891795,3.2390993,1.9417408,10.172192,4.6972384,246.39793,71.086205
56412,6688,195,0.53205836,301.19586,44.897083,22.94092,22.33663,20.376808,19.3949,18.915703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4001024,0.67324466,0.053571083,0.7463122,-9.346879,1.9407848,0.2949378,0.5901999,0.79539245,1.1295891,-4.346613,6.654253,9.155116,4.024036,46.04118,14.134272,11.140792,7.8787227,38.285778,6.453091,289.2761,66.872505
56412,6688,197,0.46447623,238.11092,46.647034,26.229017,21.81521,19.953695,19.070303,18.685547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512984,2.2065485,-0.3997345,2.1613827,0.23565763,0.65942484,-1.7615122,1.4237936,0.33947855,1.6423608,-1.7422609,1.4240346,-0.7787726,2.068523,-9.145405,2.9682627,-2.4273858,2.6365714,179.0712,44.177456,59.783382,22.527649
56412,6688,201,0.5599474,206.37604,32.295235,24.65586,22.204348,20.33134,19.302519,18.872862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.479504,27.345514,-6.8486695,20.131659,2.102682,1.8299569,-0.22843707,2.3691397,-2.7053454,6.560857,-1.5675179,16.591343,16.34332,20.084278,0.0,-2.0,0.0,-2.0,385.92798,160.75598,283.3885,107.34912
56412,6688,203,0.53585124,0.0,32.890217,26.283676,22.19579,20.727234,19.708258,18.973343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.833784,5.049765,13.30167,4.7227182,-2.3998418,0.77993345,4.4901466,1.6646398,12.692022,5.0729675,28.6087,7.348326,15.66344,8.491643,13.712468,24.655304,-3.9097478,47.2839,313.17133,34.43314,54.202343,12.235435
56412,6688,206,0.40491426,703.4091,557.0485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10272117,1.2979355,0.07719623,1.2988712,0.6367261,53.48686,1.7252339,0.86016786,-0.46784493,1.109644,-0.012254514,0.20796245,-2.0811145,1.169386,-4.1651874,6.5588574,6.343681,4.548672,156.7843,55.031784,6.9394765,65.604935
56412,6688,207,0.5508116,142.11113,25.815687,22.543482,22.301653,20.428518,19.5375,19.16923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5859272,3.2726443,8.375771,3.6548655,1.0260407,1.7938076,-2.3424711,1.5611898,-0.6680333,2.5122933,-3.3526065,18.129225,-2.949,17.22454,0.0,-2.0,0.0,-2.0,208.26848,47.252125,334.11148,66.04983
56412,6688,213,0.41635075,198.65196,50.097942,26.552795,21.752352,20.287947,19.524744,19.15126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0484203,0.7791194,2.2886486,0.8506365,-0.5426936,0.9364985,1.3161128,0.71915126,-7.477595,15.37224,-4.4930377,1.5682193,11.629253,5.9830785,80.46556,160.17749,2.144041,1.4223754,67.90911,16.334713,107.30891,34.497547
56412,6688,214,0.41554454,206.14407,29.026213,23.239368,21.233068,19.489004,18.823975,18.25417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9452324,5.8746643,-6.107777,5.7554674,2.1968133,2.2670984,1.0018637,1.7914788,-0.40644154,5.558443,0.3836597,4.045546,8.90843,8.065011,14.300075,8.145396,-2.4374988,5.0502033,418.395,98.17043,433.1621,127.5819
56412,6688,215,0.41478193,255.77147,29.192415,26.61588,21.515858,19.71632,18.880497,18.459871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0812464,0.8262682,5.291015,1.1030223,-0.07143052,1.1943462,1.1584768,0.77638227,-2.4598725,2.8939695,5.8850713,1.8999292,1.7166704,5.6246862,-9.110928,3.5639195,2.3546011,1.8231417,69.753586,10.561972,125.41388,40.385155
56412,6688,217,0.5625607,182.86555,36.498207,24.27867,21.64346,19.609262,18.491562,17.963634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.038137,10.118727,-15.721655,9.772347,-1.1078279,2.2098112,2.7776442,2.3221455,0.3634387,5.054922,12.734034,13.519827,10.646342,28.854836,0.0,-2.0,0.0,-2.0,358.73907,94.101,303.4962,71.42305
56412,6688,219,0.5632871,186.04662,35.143623,26.796364,22.974232,21.247234,19.989983,19.486774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7237247,2.3900456,-0.75575733,2.2626295,-10.688473,3.038278,0.45000774,1.3991104,0.68063956,3.5833926,-0.36984664,11.413729,-24.852188,23.702883,0.0,-2.0,0.0,-2.0,180.06339,52.6658,264.68802,45.18732
56412,6688,220,0.45763043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5438254,1.1451755,-1.1161636,1.1172656,-0.17698912,0.69361955,0.34958673,0.9558529,0.028842239,0.9181714,-0.8878883,1.6326586,1.6527525,1.4352407,2.785119,4.604296,1.6011603,2.34111,104.25908,26.729992,73.00402,40.019703
56412,6688,223,0.531257,278.1199,48.805218,25.989248,22.659765,21.102938,19.902534,19.335457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.930176,1.2701207,0.54837966,1.2330703,-0.7379592,0.85788053,-0.18612152,1.0520598,-1.5447797,1.5669289,-5.5232015,3.3554127,20.373901,8.568697,52.50154,24.461975,-19.006523,12.072715,85.39636,21.542595,61.20902,14.63555
56412,6688,227,0.55514276,211.26436,59.701077,24.511023,22.52945,20.734455,19.785892,19.44511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.106610954,5.06604,-3.5528195,12.576431,-1.9417617,1.8668433,0.4821519,1.7383126,-0.53891534,9.238671,-26.605566,19.702425,-23.49226,13.793558,0.0,-2.0,0.0,-2.0,171.11253,48.525124,276.251,101.94034
56412,6688,229,0.5620055,225.79701,42.94625,22.373789,22.526634,20.80116,19.657377,19.214682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5791428,1.8555582,4.1681576,1.8887302,-4.559421,2.3050864,3.0672238,2.1983466,1.061876,2.442915,3.0286705,12.789208,29.279018,29.729486,0.0,-2.0,0.0,-2.0,119.59087,37.711548,300.83612,74.30081
56412,6688,231,0.42039886,250.01883,41.39816,22.329197,21.688086,20.075396,19.30413,18.91106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9516143,2.9578156,0.29464266,2.8688488,-1.1705804,1.453302,2.4603028,1.5312876,-3.7857962,5.062031,-26.701418,9.625349,6.034824,4.029407,1.9005202,3.913772,-16.882984,10.3441105,255.76773,73.76363,147.51407,31.542305
56412,6688,235,0.5512383,253.37183,41.17821,22.605936,22.426876,20.493292,19.46397,18.992765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2820871,3.1631021,1.1709453,3.300623,0.3339703,1.3439661,0.19100334,1.6228752,1.3594568,3.457677,18.043219,13.891447,-2.8570344,15.426352,0.0,-2.0,0.0,-2.0,237.79486,56.907795,210.03345,55.538387
56412,6688,236,0.44926727,187.58252,22.630812,23.306973,21.458488,19.736504,18.975067,18.632153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4730597,2.8970199,1.7537981,2.876873,-0.49271736,2.1207144,3.0567122,1.6936865,2.2116911,2.1559262,7.029942,9.509384,3.3657134,3.5545123,4.6548667,5.1104293,0.06755171,3.167733,240.84216,56.851337,442.57858,200.87106
56412,6688,239,0.44910777,185.86601,39.45209,24.06546,22.249666,20.23628,19.40415,18.886093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.502827,1.2898065,3.785402,1.314994,0.34418246,1.8803252,1.8237827,1.1637522,0.075549826,1.1722283,1.8413012,8.555232,4.020943,2.000168,0.61217725,2.424594,0.8255271,1.8888165,119.73328,25.43575,442.48047,139.42662
56412,6688,240,0.42019683,250.40363,23.713465,23.437357,20.903288,19.20085,18.521532,18.054893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7943013,1.932139,3.7968109,1.960748,-3.3927479,2.5176454,-0.21422601,1.3671072,3.2391963,4.7563634,-8.483519,10.482984,3.5256433,3.3216496,5.1032777,2.8936784,-7.9212394,8.819436,177.1313,29.781729,409.3276,146.7946
56412,6688,241,0.47120923,204.75247,38.928978,23.293325,21.902054,20.07501,19.247622,18.886156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9636579,5.136401,3.9083557,5.220823,8.844044,1.6499573,-0.4654424,2.4902222,-0.5885276,2.9782069,6.4919214,3.1738393,-0.23921989,6.477338,-4.092095,9.307974,-3.4050236,7.5934105,336.49115,121.26868,195.5181,30.047306
56412,6688,243,0.45507205,210.76411,36.801064,24.163595,21.780529,20.239384,19.485598,19.031815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1874304,3.6177306,5.061415,3.6689248,-1.1799631,1.3891098,4.5951524,2.108531,0.46552604,2.2050555,18.593311,5.308404,14.149722,3.4271607,6.870037,3.4800713,-8.9782095,10.663031,241.75563,44.351063,186.63565,49.96406
56412,6688,245,0.5422462,48.94108,49.224945,23.362974,22.79458,21.25516,20.101847,19.69916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9023335,0.9591433,0.88569367,0.9577704,0.0,-2.0,1.9808402,1.085766,3.6850703,4.230835,0.0,-2.0,-24.12533,9.496115,0.0,-2.0,0.0,-2.0,58.484554,14.692606,5.0029235,0.056289703
56412,6688,247,0.7928602,261.01968,53.105175,21.89779,22.799198,20.762577,19.503193,18.858614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2227838,1.2327994,-1.1811987,1.2059886,-3.6736822,1.7554649,-0.5855721,1.4174143,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,126.38596,39.32195,223.17882,59.147507
56412,6688,250,0.45063123,252.59804,21.361835,22.428486,20.81849,19.068129,18.39859,17.986874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406381,2.0363367,-1.9173573,1.9461483,-2.0756848,1.9975652,2.7122517,1.4229071,2.2326882,1.7788343,-1.3338776,9.149752,1.1321601,2.5910203,3.7478218,3.81825,4.8674126,2.5225058,165.22926,30.469305,314.9296,133.65962
56412,6688,251,0.45051166,263.92236,28.869864,25.433517,21.507444,19.75765,18.93924,18.517143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.295362,3.9645667,-1.2185714,3.93179,-8.469585,2.828615,3.8091774,1.6744413,-1.284852,2.0638452,19.736303,8.61909,4.812025,8.398067,3.939299,3.5749948,3.9517343,2.8786762,228.49637,41.604385,598.0867,163.12245
56412,6688,257,0.4666173,272.46292,28.267714,24.241493,20.864248,19.258179,18.420952,18.072456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4918169,0.8298456,-0.38776177,0.76443285,1.9309262,1.0487223,-0.5825736,0.93586284,1.8799275,0.98175657,-0.55579525,2.0819466,-2.3134491,1.5266389,0.124237224,2.0992484,-5.9999695,10.979616,42.98784,9.896694,80.39741,25.888712
56412,6688,265,0.4201705,322.4799,47.84119,24.360079,20.865145,19.132677,18.46311,17.957275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3126314,2.6117892,4.2411065,2.6594756,-4.9043217,2.3412154,-1.0348388,1.363058,4.7446074,7.1831803,10.500919,9.342777,2.4144607,3.4981713,2.8047795,3.0508785,-2.4865723,12.642351,224.03712,46.371235,376.46954,144.70244
56412,6688,267,0.44620645,148.56847,49.951244,27.434843,21.700283,20.251833,19.441307,19.009655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4747663,2.0922172,4.0724654,2.1122777,4.141151,1.3099451,5.214367,2.1172602,1.5331193,1.4170223,25.414478,6.3272314,11.475549,6.182887,4.487405,4.0192533,-0.65650374,3.3952894,175.12044,34.23279,227.77423,56.585587
56412,6688,269,0.41922927,186.95328,25.777967,23.860565,21.966751,20.284655,19.43777,19.053509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42500627,0.53462064,2.9016418,13.829992,1.6456228,0.77835935,0.886401,2.7631283,-3.0291972,8.295452,2.2399049,3.0265625,-0.16924559,1.4427859,0.51309633,0.7046747,0.0,-2.0,14.153261,13.412323,44.150684,26.988335
56412,6688,270,0.4167519,197.12477,34.09662,24.929619,21.35306,19.613308,18.861052,18.570192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.353796,2.8062518,11.640101,2.846352,-1.6573738,2.4836552,28.867481,1.583249,4.257754,2.1579635,41.60805,9.181154,14.806238,4.804525,17.684526,8.852655,7.528166,2.6884341,202.6453,10.74888,572.8982,110.79028
56412,6688,271,0.5343559,241.87192,44.046894,24.281948,21.491348,20.099476,19.201294,18.68777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.164549,10.2810955,-17.049175,9.870962,-3.314024,1.7360927,0.6741098,2.0779974,0.6828934,6.6224837,-3.0889962,10.663935,12.2402,10.57174,-52.103962,44.776608,83.42046,58.222,439.0267,94.59529,289.89917,76.72394
56412,6688,273,0.41411287,197.8983,40.88476,24.856497,23.014158,20.624317,19.761192,19.057238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8114767,2.1156654,1.3649681,2.1312482,-1.4317636,1.7161498,2.2240524,1.203423,10.013269,5.2402735,-4.6827703,2.2535043,17.072363,8.763384,-0.64103025,6.118241,-9.25062,6.508828,213.51842,41.292377,275.5701,111.00379
56412,6688,274,0.4140212,230.3099,32.033653,26.225737,20.873463,19.326813,18.579214,18.218643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.516172,4.760551,-0.061782274,4.638988,-4.541244,1.8119317,7.222325,1.452234,8.7642355,6.614679,4.476134,2.247429,4.292218,8.13956,4.859552,4.0108495,5.1289153,4.115756,247.44855,23.833525,262.4072,59.81765
56412,6688,275,0.532653,177.11353,28.24678,22.660814,21.57464,20.081188,19.302946,19.061134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8467164,4.8115416,2.7457767,4.795692,2.290301,2.2499895,-0.056355245,1.715203,-0.45304403,3.8446622,-2.6748252,14.079562,-4.4438,8.788481,-31.870525,32.246857,46.02693,26.608265,320.2588,60.12434,543.98737,194.4343
56412,6688,276,0.41415504,252.05316,28.160244,24.179407,21.253439,19.526482,18.807144,18.487247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6540117,3.4901237,-2.1158502,3.4689517,-1.6396515,2.2049143,1.8853765,1.6780531,6.239055,6.901124,2.580876,2.993994,5.650298,8.271081,0.25785092,4.4845834,0.41483238,4.610751,295.12167,71.46347,354.9541,118.15259
56412,6688,277,0.50302523,210.17068,26.32252,24.41581,21.780008,20.233591,19.298023,18.738047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2930077,1.2209873,-0.15810543,1.1834654,3.8247712,1.7567364,5.0850286,1.5351233,8.870443,7.0070267,1.5808588,3.108996,2.671578,3.9080093,-1.100973,4.1903296,1.8133453,4.4235697,116.27299,27.612225,225.94427,82.39905
56412,6688,279,0.44631281,175.08073,26.111359,22.316154,21.720316,20.163422,19.379082,18.927902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4063518,2.37738,6.985102,2.446767,-5.4130154,1.5837657,6.59923,2.386767,0.6835849,1.5598413,12.98612,4.331301,5.2041893,5.077522,2.0115538,4.2012167,0.08672769,3.5033655,190.47264,34.71942,267.61566,71.80873
56412,6688,285,0.5534649,258.5969,36.469753,22.319962,21.692503,20.129032,19.240595,18.814653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.483982,40.23675,-54.24827,43.31246,4.1541686,1.780883,4.71198,3.2753267,11.396373,11.83504,-13.923224,21.14715,22.631811,24.337168,0.0,-2.0,0.0,-2.0,720.34576,141.11198,329.35986,93.55403
56412,6688,289,0.55590236,253.01724,53.57947,25.96932,22.639515,20.862549,19.848463,19.3982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.287873,1.4399341,-2.6993883,1.5116867,-0.28636554,1.6068885,13.187305,14.009703,0.26110658,4.6697803,0.0,-2.0,0.0,-2.0,32.087265,10.144459,134.33041,81.05306
56412,6688,291,0.5546858,229.6201,37.99307,23.958372,21.47343,20.06032,19.180935,18.579298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.152363,14.458216,13.861787,36.453823,9.39355,1.5658414,77.95324,2.8457844,0.50744957,7.3934073,38.73291,14.937729,62.41876,12.572625,0.0,-2.0,0.0,-2.0,259.34387,9.707559,192.76826,32.69852
56412,6688,293,0.44782254,194.42537,22.949242,22.850119,21.639408,19.91401,19.00884,18.552574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.120659,15.962726,-8.867355,15.551919,-3.9941626,1.4145395,-2.2519517,2.999823,5.612146,6.5891685,-1.8455842,4.4296947,6.347359,6.2786326,-3.034994,10.802729,2.4202766,8.97588,678.2573,172.19818,215.13892,44.13648
56412,6688,295,0.6494095,132.72939,58.345997,25.654787,21.821821,20.581123,19.469152,19.130394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.343084,7.9763694,-6.4373116,7.6366034,2.826359,1.2744924,-1.0003238,1.8850002,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,420.89395,93.50939,71.93318,29.611826
56412,6688,299,0.6220918,235.99493,73.86145,25.113445,22.527029,21.072403,19.899414,19.39079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9640211,1.8863925,2.9953198,1.8750831,-1.5411708,2.6103554,0.011431086,1.0526936,-2.74042,10.554895,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,141.4769,28.080946,308.98822,128.19672
