MJD,PLATE,FIBERID,z,VDISP,VDISP_ERR,mag_u,mag_g,mag_r,mag_i,mag_z,flux_u,flux_g,flux_r,flux_i,flux_z,flux_y,flux_w1,o21,o21_err,o22,o22_err,hb,hb_err,o3,o3_err,o1,o1_err,ha,ha_err,n2,n2_err,s21,s21_err,s22,s22_err,sigma_o3,sigma_o3_err,sigma_hb,sigma_hb_err 
56413,6691,153,0.5440841,203.48148,34.00793,23.50711,22.24875,20.607164,19.5494,19.00633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83036005,0.65420866,0.1624406,0.63284683,5.784456,1.454007,0.07938764,0.61986786,0.7844686,1.1685934,10.845458,7.843451,17.851273,6.6873837,0.0,-2.0,0.0,-2.0,43.539207,12.004846,232.46692,61.714207
57346,10000,3,0.6814627,814.8622,283.95407,22.925264,22.998049,21.834661,20.694874,19.91137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1499261,1.9464245,1.6918392,1.9218235,-3.8855464,2.2727401,-0.17680478,1.5299599,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,108.42264,49.040913,269.54333,69.85514
56413,6691,155,0.49655604,228.08672,31.937782,22.443848,21.393557,19.86569,19.078373,18.612883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.066067,14.724271,13.046726,6.209911,4.506752,1.5931636,3.6449664,1.4152431,-6.27343,5.39376,-1.6720912,1.6219853,0.70297915,3.8910787,3.2371845,5.5514855,5.4843388,7.9306936,206.6609,49.076637,62.69785,13.727616
56413,6691,157,0.5664165,267.2535,49.86626,26.69233,22.396358,20.814821,19.644611,19.209648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.952391,5.334609,-0.3513869,4.89283,-0.037121885,1.983883,1.590683,1.8842741,-17.985659,9.454064,21.68849,26.897106,-24.424364,21.836712,0.0,-2.0,0.0,-2.0,277.33737,66.51834,242.24002,77.89981
56413,6691,159,0.44188508,164.08977,28.370846,23.98581,22.62151,20.454432,19.507786,19.02674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20574082,0.5959867,-0.20692807,0.60149544,-0.44956475,1.4619517,0.5570461,0.5390894,1.1006211,0.7696382,3.1798496,9.154396,1.8928283,1.0211072,5.401335,2.1905775,-1.5517464,4.563642,46.830368,8.668331,275.64526,199.6169
56413,6691,161,0.55333525,250.47672,37.01711,22.434584,21.646208,19.921051,18.947485,18.38574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.05215,41.016865,-50.43261,46.267166,-1.1858541,1.5465672,-2.1368806,3.2373817,-16.888697,12.490204,-1.1230904,17.546843,-48.31434,26.497763,0.0,-2.0,0.0,-2.0,733.56116,151.24382,254.04575,86.40885
57346,10000,11,0.74477136,177.01332,45.807865,24.590622,24.335485,21.80986,20.763472,19.96422,0.0,0.0,0.0,0.0,6.2787676,0.0,25.554358,-5.3292356,6.8539615,4.985576,6.722001,-5.947582,1.8691145,1.8107291,2.269435,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,383.63535,146.91356,232.496,46.27496
56413,6691,163,0.5522315,230.69168,94.24001,21.833271,21.654266,20.417114,19.642391,19.073961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.122296,5.1175613,0.36072037,5.1619706,5.7058625,1.6477815,5.970626,1.709455,12.453886,5.53609,38.62201,16.24149,15.280527,14.300576,0.0,-2.0,0.0,-2.0,238.49574,39.506027,272.69882,75.884636
56413,6691,165,0.5741676,199.59586,35.891674,21.83307,20.700356,19.74989,19.047745,18.672794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6610966,2.731998,11.155887,3.1422987,10.80693,1.4079666,1.8632033,1.7370996,9.934837,5.519536,60.19863,19.112774,0.0,-2.0,0.0,-2.0,0.0,-2.0,179.67317,36.118214,129.95016,15.921805
57346,10000,15,0.60726887,149.7093,67.03133,24.519928,22.964735,21.430487,20.336761,19.514845,0.0,0.0,0.0,0.0,15.424051,0.0,43.704823,1.2516893,1.1864414,3.0337453,1.2766371,-5.7992992,3.782057,0.9430848,0.87231755,-29.594378,13.942842,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,52.127106,10.615663,365.41324,243.79323
56413,6691,167,0.5546422,170.42244,43.48613,21.543814,20.78275,19.674551,18.908455,18.350046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6106067,4.0297804,13.956077,4.921189,5.1950173,1.2940447,6.2157035,1.8262051,-0.6156243,11.579164,44.252335,12.891619,13.761153,13.485531,0.0,-2.0,0.0,-2.0,244.35532,47.24283,152.32198,29.955235
57346,10000,17,0.65452105,273.8435,100.39293,26.513857,23.12226,21.37659,20.130682,19.433443,0.0,0.0,0.0,0.0,11.396104,0.0,45.380074,1.5097898,1.1269307,0.5519505,0.81652266,0.6447441,2.7669642,-1.4708703,1.30463,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,25.29787,11.712652,377.97607,185.0689
56413,6691,169,0.61976445,199.30458,34.52255,24.179487,22.380884,21.026163,20.076925,19.527561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8942317,0.9082329,1.8033185,0.89886457,-3.4744723,2.420982,0.015386932,0.6940624,29.670952,10.220834,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,57.789833,10.683409,306.25806,65.5417
56413,6691,171,0.6269988,156.66197,47.120007,24.217054,21.528662,20.088919,19.159874,18.677586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4325999,2.017046,4.2342896,2.1051495,-6.0681868,4.064903,3.2738047,1.263812,4.437435,7.9370475,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,165.46512,38.167896,1063.0007,324.907
56413,6691,173,0.6340995,259.7447,34.910706,25.20242,22.663649,20.989704,19.795721,19.45751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.620975,6.6405373,7.4183273,6.4315047,-0.121066906,1.9665045,-2.3733907,2.0019164,-8.686405,43.981663,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,388.25192,111.99138,386.6561,92.65844
56413,6691,175,0.5945024,440.72726,96.48363,26.24729,21.975412,20.448133,19.211699,18.722263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3577466,1.1780316,0.74350214,1.1027933,-1.1826655,2.0611603,-3.0892663,1.547095,-1.3150077,2.957594,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,72.31227,16.891504,324.4771,167.43913
56413,6691,177,0.56222224,172.56374,30.755016,23.283798,21.886192,20.540897,19.488073,19.127163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.8803878,1.2487798,1.9430065,1.0229732,-0.84021014,1.0461683,-6.145756,6.6326594,0.0,-2.0,0.0,-2.0,0.0,-2.0,48.155388,1.506808,146.1895,52.690845
56413,6691,179,0.6593325,337.66772,57.1976,24.138098,22.985477,21.235783,19.904335,19.461334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.37814,395.9126,-287.5089,392.62048,-4.311129,1.8625827,-0.9416658,3.8701894,-127323.81,253608.73,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1451.0106,408.6427,352.64005,80.43746
56447,6714,721,0.5458747,300.1611,88.11048,24.64686,22.813875,20.893932,19.794888,19.340405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76010716,0.6132951,0.6231181,0.6311517,3.0887911,1.5535551,-0.04180856,0.5816037,-0.6830992,2.4480605,2.3476517,10.43563,-8.301512,5.2023487,0.0,-2.0,0.0,-2.0,48.549896,9.426117,300.5292,97.68082
56390,6682,581,0.4892029,201.974,49.536552,27.161518,21.166729,19.752655,18.955555,18.35295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.70946264,0.9618972,2.1716256,1.011183,1.4739766,2.7644024,0.5678453,0.8089579,0.464204,3.0139792,16.66395,5.014621,0.39739484,2.838875,9.886665,4.599973,-1.7945107,6.68807,74.42222,17.211916,306.47754,102.42122
56390,6682,583,0.45108864,195.41576,49.787735,22.709896,21.837366,20.39875,19.60077,19.191208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32731274,0.84662354,-0.007852761,0.8500226,-2.118515,1.1050205,0.37918517,0.8887145,0.22259194,1.1365328,4.513852,4.710868,-3.583914,3.7694826,1.3378981,2.594128,1.2068443,1.7750853,79.54718,20.498802,109.45443,35.88162
56390,6682,585,0.6702263,850.0,-3.0,21.617832,21.009026,20.283073,19.540482,19.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.071854,3.7491002,10.5407095,3.8547,4.624061,2.8418448,47.157265,2.9387555,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,242.88611,17.76045,587.3839,203.29893
56390,6682,587,0.6889082,265.38672,61.267166,24.500736,23.376877,21.511621,20.078815,19.393124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0449188,2.70618,-0.7221934,0.5380486,0.812772,2.7394347,0.3132895,0.25805113,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.37179,1.0984424,562.8767,166.01144
56390,6682,589,0.72043824,234.07855,61.96386,22.023533,21.403408,20.747374,19.807598,19.39358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1845517,1.5208832,6.2740984,1.7287846,11.580757,2.1664112,1.1199071,1.5420474,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,130.36646,34.31667,205.61847,28.299995
56390,6682,597,0.5487281,273.9845,29.239904,23.73389,22.172882,20.360985,19.41217,18.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6240413,3.9839408,-0.75037676,3.8639266,-0.7355161,2.2407463,4.37088,2.4691665,8.200442,4.1322813,-2.9468381,15.539129,3.3534374,17.4582,0.0,-2.0,0.0,-2.0,309.20987,13.504941,299.66956,79.744736
56390,6682,599,0.50913954,190.52066,28.634272,22.888128,22.106333,20.399672,19.461082,19.123299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773518,0.7025221,-0.5045172,0.45458072,4.693877,1.7782072,0.19261327,0.63135546,-2.3502316,0.9271114,-2.3818398,3.8018851,-5.327868,2.5035436,4.581621,4.380779,-1.9866995,3.9091725,25.557419,7.0770836,180.31128,37.742813
56390,6682,603,0.5018752,180.08849,21.29881,23.22565,21.826353,20.099129,19.192787,18.773485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32654843,0.55679566,0.29889676,0.61940646,-0.50102645,0.9260737,0.44982114,0.6288266,-13.12575,3.3643763,-0.7015088,1.9810522,-0.007043527,1.6414775,-14.83354,4.8901653,-8.567856,3.3222613,35.678738,6.99706,74.59038,35.892982
56390,6682,605,0.6061299,175.67897,31.431517,24.519724,22.448225,20.824667,19.74311,19.275768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9772828,3.3365183,0.27431685,3.2921302,2.6255162,1.9896245,2.7514315,1.6717134,-14.348262,9.4694805,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,235.3727,62.606747,206.27727,62.936695
56390,6682,607,0.60196364,115.74722,45.911472,24.811132,23.746586,20.576311,19.453854,19.080364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20828003,0.35969177,-0.10775774,0.35944548,-1.9323733,1.072511,-0.044768877,0.2888341,-0.15020931,1.0293012,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,12.95477,7.940568,61.219357,28.734272
56390,6682,609,0.5364919,244.5215,66.36491,23.710327,22.472418,20.693642,19.731844,19.321878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1442993,2.552157,5.731563,2.6250706,4.5070424,1.6079706,7.7277374,1.6615466,-1.913498,4.2578535,22.134493,8.545775,3.082428,7.609449,20.533737,20.35938,3.4261506,30.310339,230.57823,43.215214,210.18694,41.44206
56390,6682,611,0.65927684,324.87302,76.018295,22.555462,22.485863,21.047647,19.882616,19.503433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9445181,1.0660846,0.7365936,1.0580975,3.0174632,2.1610239,-2.1218858,1.1606998,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,101.546936,28.542173,391.78854,117.11882
56390,6682,613,0.5492926,850.0,-3.0,22.737572,21.247133,20.22789,19.493061,19.454138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5014133,2.8709867,24.197783,2.8255382,9.207121,1.6875949,54.210373,2.3180094,8.402324,2.595739,55.451096,11.663606,75.868645,12.736141,0.0,-2.0,0.0,-2.0,216.83694,8.007172,184.63184,27.277727
56390,6682,615,0.6053241,206.55914,46.92708,23.921818,22.421356,21.025772,19.879597,19.334848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5179646,1.1364888,-0.43764213,1.095592,3.9638162,2.00625,-0.19262347,0.83185416,2.9829073,3.9505875,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,79.80623,23.503477,267.41385,78.26605
56390,6682,617,0.5037723,306.44922,77.748726,24.375872,22.109432,20.451258,19.47732,19.015985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3499981,0.6339788,0.699925,0.493807,4.438556,1.9434885,-0.1377731,0.54272103,-7.094118,4.645326,2.8946888,5.0397735,1.6882689,1.4696159,0.87921,4.5072126,-10.469311,5.6424093,32.917545,11.761645,269.24426,95.080666
56390,6682,619,0.52558625,261.05603,62.7934,23.715504,22.307419,20.862185,19.828524,19.222807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7952385,1.0444803,0.7971087,0.8340235,2.9707642,1.1242931,0.5329687,0.7388368,-0.22136512,1.0513464,-21.800869,8.233189,-4.841091,2.6760774,1.5550108,4.739717,0.081205346,7.857834,42.891277,8.658608,165.36922,43.59899
56390,6682,621,0.51552504,120.187935,39.39525,24.38586,21.73962,20.129908,19.19168,18.770626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3706793,0.9282785,3.4468403,0.9560876,1.9927869,2.1599321,2.577638,1.0191962,-1.5220172,1.7040908,11.668547,11.153018,4.6967125,3.7361164,-6.070177,7.885709,-2.455545,8.004766,68.96521,13.957312,213.01895,116.00167
56390,6682,623,0.58787507,194.4126,29.708693,23.383682,21.965307,20.226107,19.380003,18.91655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0303848,1.6488231,1.9622811,1.539813,3.4110959,3.196695,-1.5807515,1.6279956,-5.6843667,4.4971814,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,99.86308,18.696573,315.17813,45.05056
56390,6682,625,0.5768212,233.95078,46.861618,24.70892,22.57231,20.646091,19.542446,19.215256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83180845,2.306717,2.769044,2.525507,-3.9623814,1.6724266,0.06567414,1.6153622,5.0841365,3.8223734,-177.81627,172.67104,0.0,-2.0,0.0,-1.0,0.0,-1.0,166.63222,56.129215,204.13765,51.050304
56390,6682,627,0.56276053,230.52896,50.787254,23.970985,22.047403,20.832582,19.802485,19.273712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10045149,1.7721745,4.2018933,1.8339645,4.809054,2.7816775,0.94195944,1.6228946,3.7997596,3.4309065,40.645996,16.976057,31.072687,25.581001,0.0,-2.0,0.0,-2.0,133.49026,38.113617,327.9484,82.72472
56390,6682,629,0.7465417,205.47812,40.73872,23.94611,23.465273,21.177122,19.712194,19.032362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19803357,0.58427536,-0.5564642,0.5804376,-3.181297,2.3640187,0.05537426,0.7169542,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,40.972176,11.955757,237.91185,84.19626
56390,6682,630,0.53162736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89736664,1.8597155,-2.6323106,1.9451092,0.95525426,0.6712981,-0.8330585,1.2332268,-2.8550105,2.2436926,2.7484424,2.755833,-7.119024,7.2422304,-3.5567362,25.549755,-36.044865,19.482763,172.41121,58.02596,60.404545,28.056227
56390,6682,631,0.58069247,222.04172,34.958588,23.82428,22.383804,20.55118,19.544195,19.092724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.434181,11.140189,-8.758884,6.879481,-3.8172145,1.6192753,4.7718625,2.5352027,21.551311,11.529592,4054.6624,8176.342,0.0,-2.0,0.0,-1.0,0.0,-1.0,220.69356,10.183719,230.51195,54.100796
56390,6682,633,0.67510474,205.85861,39.21439,24.468447,22.676264,21.068207,19.653282,19.090029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11861412,0.9597522,0.86066306,0.9095457,0.55815995,0.7589626,0.89737123,0.87348336,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,67.254135,24.21208,38.03459,17.29977
56390,6682,635,0.56252843,164.36307,47.9431,22.372757,22.216585,20.990885,20.085585,19.395254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.268119,3.2757106,3.6068957,3.3432784,3.7699504,2.561075,1.6600758,1.7823989,1.3440484,3.854372,40.007404,17.765387,2.026305,26.970667,0.0,-2.0,0.0,-2.0,242.0992,61.449512,355.26468,97.25401
56390,6682,637,0.7044698,158.39539,60.259487,22.600393,21.606451,20.589537,19.61509,19.38292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.722598,2.862571,7.070486,3.1644354,6.7451415,3.4380095,2.578519,1.4972166,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,213.11421,48.98011,219.60988,34.80127
56390,6682,645,0.54477996,155.1559,40.25874,25.845984,22.294514,20.969324,20.005016,19.781162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7054853,0.73838204,1.7476101,0.70289665,0.24962413,1.0136315,1.2731067,0.64066887,1.4773974,2.804709,17.650618,8.750046,-13.831726,7.2595205,0.0,-2.0,0.0,-2.0,47.822662,10.0203495,155.92711,81.59227
56390,6682,647,0.5763118,257.41724,37.582092,24.611923,21.938078,20.471886,19.33599,18.841501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740515,0.9853892,0.8005094,0.94012684,2.8918636,1.6472007,0.114277825,1.4482613,1.2318175,2.4235806,61.376656,87.32393,0.0,-2.0,0.0,-1.0,0.0,-1.0,73.742134,2.7998145,214.67255,85.735176
56390,6682,649,0.62109184,224.91907,42.329376,25.038685,22.698112,20.9714,19.774153,19.403143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3295972,2.2687361,5.425739,2.3411477,7.902565,2.5179222,2.4594076,1.1647693,-9.565254,12.998175,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,165.02026,36.6443,268.43182,80.70352
56390,6682,653,0.5752722,185.5297,28.667576,25.490215,22.51208,20.998362,19.890778,19.509485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58230317,0.8576678,1.3423584,0.81583995,7.005996,1.8788683,-1.0273168,0.9683364,-4.2824144,2.7348387,15.493214,42.025555,0.0,-2.0,0.0,-1.0,0.0,-1.0,46.28449,10.477497,240.38174,60.342728
56390,6682,655,0.5441938,221.7469,37.343346,22.558746,21.430862,19.91657,19.149393,18.690016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.435484,3.1888406,13.826122,3.2138028,7.277864,1.5597055,50.154385,2.0571187,7.495604,3.4561682,38.63805,10.126162,38.074394,12.445013,-2035.9445,3417.2217,0.0,-2.0,232.81465,9.543779,248.50937,50.280922
56390,6682,657,0.5503052,151.4591,40.60404,22.547623,21.921978,20.74195,19.816235,19.414364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8956423,2.005143,1.108668,1.8996016,-0.43061432,1.5996398,1.9226354,1.2858907,0.740819,1.8728168,2.1609132,16.301111,6.4067745,15.077398,0.0,-2.0,0.0,-2.0,164.88577,38.887604,339.00308,124.975365
56390,6682,659,0.6048572,255.87398,43.01215,23.842651,22.515497,21.152798,19.94185,19.444618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.048545,6.889043,-4.69503,6.3757677,-3.6719449,1.500343,-4.7964106,2.0331864,8.309885,11.988772,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,382.8566,111.120834,184.75096,60.015858
56390,6682,663,0.50732726,218.73901,67.07549,24.701918,22.424973,20.75432,19.82878,19.465511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9176589,0.800241,1.4491081,0.8114307,1.2275063,1.5975273,1.7177906,0.86166614,-0.23480722,1.7727351,16.089012,5.4182835,1.9341685,2.4630349,-3.5553854,8.715463,2.2234106,5.2991724,69.54112,18.24299,226.86662,74.75036
56390,6682,667,0.40243748,257.86804,29.726633,22.215597,20.355333,18.507906,17.894384,17.485985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.357695,3.996749,8.541034,3.9394858,-7.5458903,3.706726,0.19057037,1.8496754,0.2224904,5.059109,15.511437,8.07629,-0.8966445,3.5674827,-4.6151023,4.0964136,1.7553463,4.8607593,286.20682,50.88991,902.1979,282.24493
56390,6682,669,0.57730484,182.11374,45.68632,22.601118,21.840014,20.60326,19.601635,19.17714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9212246,5.554134,-4.294553,7.9455695,-1.2431189,0.8493461,-1.1671809,1.6295382,-0.94832593,5.383172,-33.610477,37.49606,0.0,-2.0,0.0,-1.0,0.0,-1.0,249.90543,65.1389,82.226944,31.574492
56390,6682,671,0.50889677,252.09,52.214027,22.507154,21.605122,20.422289,19.547525,19.08079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6617852,1.3831118,1.816705,1.4727638,2.225147,1.0822031,1.1075524,1.0814159,0.011322754,2.7357068,13.90927,3.4115424,6.029186,3.2300496,8.071926,6.5947204,11.655018,11.100521,160.56853,45.478992,115.607735,27.95316
56390,6682,672,0.4056138,264.2551,35.925587,22.65109,20.856924,19.230616,18.516443,18.065248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7573438,1.8081732,2.6657393,1.7613001,-0.90893507,1.9057449,2.892189,1.2360343,1.1471329,1.7598828,7.7481623,2.3849554,10.4613695,2.0825312,1.5688509,4.4903026,5.4876814,3.46193,179.84984,28.660503,232.01605,53.701523
56390,6682,673,0.68897146,0.0,176.1542,23.377523,21.389452,20.599092,19.716051,19.438374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5822114,3.6495457,8.642495,4.466449,10.633972,1.9474087,15.418973,2.483972,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,237.89737,34.02386,232.03607,43.76222
56390,6682,675,0.5447496,136.13446,39.199677,25.167105,22.391766,20.752777,19.75885,19.241104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38069573,4.2360277,0.7640612,4.283707,-14.563328,1.8646543,2.1639347,1.977164,-1.3599964,5.417008,-20.247343,10.972112,-7.494522,18.039597,-6084.5874,6071.8423,0.0,-2.0,327.84357,91.820854,279.73956,32.69786
56390,6682,677,0.7199442,850.0,-3.0,22.38244,22.073135,21.000174,19.888655,19.381866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4392433,0.8408637,8.794907,0.95505124,7.186283,1.4388772,4.646875,1.0193328,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,71.56795,6.7944107,69.74453,15.494903
56390,6682,681,0.6132484,253.73062,34.817593,23.23577,22.155386,20.76755,19.584505,19.123882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.288501,6.053161,-6.857007,5.886948,-2.3148017,2.973917,2.465882,1.7706386,-26.303864,18.680862,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,333.0152,88.07959,436.52094,202.49146
56390,6682,683,0.5786508,254.81761,51.379524,27.19007,22.463717,20.684324,19.613167,19.043257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.1042643,38.922707,2.3596492,1.5532405,1.6254811,0.604846,-3.9267044,3.5143638,-692.2933,866.3192,0.0,-2.0,0.0,-1.0,0.0,-1.0,39.832275,10.793511,306.38727,124.22633
56390,6682,691,0.622903,128.25858,27.80822,24.178085,22.1944,21.001247,19.84149,19.321753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0295937,0.83225155,2.009485,0.8878278,3.7328832,1.5367802,0.53567195,0.6929658,-17.464695,11.426208,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,68.32342,18.565105,78.6106,23.17273
56390,6682,695,0.57017934,342.0998,58.31692,24.19911,22.718874,21.026653,19.975988,19.50272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81638813,0.7400409,0.25969064,0.67648005,-3.0000834,2.139125,0.13376653,0.75786024,5.0178137,4.7587843,-47.33894,22.426983,12.830942,10.315145,0.0,-2.0,0.0,-1.0,46.03461,7.126086,250.68489,105.253716
56390,6682,697,0.51833177,220.63313,30.411436,25.012794,22.24313,20.603083,19.709122,19.317612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0995325,6.3978853,3.8272731,6.5906863,-2.0932508,1.3990432,5.491171,2.768856,6.213528,6.4578366,18.020031,10.526652,-2.1190317,6.598189,-16.799995,23.5577,22.765255,25.865795,465.99722,122.22695,287.8055,65.258446
56390,6682,699,0.5167398,148.35452,43.75768,26.353645,22.537493,20.582191,19.516619,18.967173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30218312,0.637766,0.21506596,0.63598335,1.0536433,2.2692327,0.94695914,0.65291125,3.0631475,4.1173663,-1.0780807,11.604772,2.657789,2.114731,4.1312,5.8156013,-1.4072055,9.811312,59.30055,15.175772,550.94995,238.84091
56390,6682,701,0.7929082,162.66368,51.784954,21.89779,22.799198,20.762577,19.503193,18.858614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0529484,2.2367404,2.9232588,2.2516472,2.3320801,1.9809744,6.3498883,2.4774196,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,197.49423,54.603325,234.24774,69.92773
56390,6682,702,0.40285006,242.72748,32.614033,24.31922,21.320597,19.444872,18.763346,18.321642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7998646,0.9782959,1.0381358,1.0139091,-5.726186,2.3308127,2.6129222,1.0192738,5.0194993,2.6408432,-1.0668794,2.5833406,2.564971,1.4536427,-0.605178,3.4261005,5.7884154,5.4011774,91.054565,16.946583,320.43988,120.92753
56390,6682,703,0.50558573,159.18427,41.100018,23.199354,22.395817,20.477867,19.515417,19.1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2492529,1.9679875,5.7726054,1.8898144,0.65836096,1.9912398,1.0268055,1.2095824,2.2033694,3.7832,-1.5006902,5.051935,7.0541162,3.5323029,6.046646,7.5097537,-0.12262945,8.473882,146.3805,32.938778,229.0689,113.79361
56390,6682,704,0.43069062,211.47313,24.460285,23.490349,21.157307,19.458508,18.761189,18.412453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6872506,7.309326,6.921897,7.15684,-8.286223,2.0967011,-2.7470267,2.2414446,-17.014116,6.3527927,-0.7826989,3.9573083,4.6237483,5.4587426,4.430492,6.0926833,0.341725,5.777084,443.06308,111.23429,282.3538,56.84348
